_id,BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,LAUNDRY_ROOMS,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WATER_PEN_EXT_BLDG_ELEMENTS,YEAR_BUILT,YEAR_REGISTERED
260212,5.0,6.0,45.0,5.0,3.0,5.0,11/25/2020,5.0,3.0,5.0,3.0,,5.0,5.0,4.0,4.0,5.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154096.0,88.0,5.0,200  COSBURN AVE ,5.0,3.0,14,5.0,1965.0,2017.0
260213,,4.0,34.0,,3.0,3.0,12/15/2020,5.0,4.0,5.0,3.0,,5.0,3.0,3.0,5.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154105.0,83.0,5.0,280  SAMMON AVE ,5.0,,14,5.0,1955.0,2017.0
260214,5.0,4.0,41.0,,3.0,5.0,12/09/2020,4.0,4.0,5.0,5.0,,5.0,3.0,5.0,5.0,5.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154107.0,88.0,5.0,1111  BROADVIEW AVE ,5.0,3.0,14,4.0,1973.0,2017.0
260215,,3.0,11.0,,4.0,4.0,11/03/2020,4.0,4.0,3.0,4.0,,5.0,4.0,4.0,4.0,4.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154589.0,76.0,3.0,23  ROSSEAU RD ,4.0,4.0,6,3.0,1954.0,
260216,5.0,3.0,31.0,5.0,4.0,5.0,11/18/2020,4.0,4.0,4.0,3.0,,5.0,4.0,4.0,4.0,5.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154593.0,84.0,5.0,3888  BATHURST ST ,4.0,4.0,6,4.0,1958.0,2017.0
260217,5.0,4.0,28.0,,4.0,4.0,11/17/2020,4.0,3.0,3.0,5.0,,5.0,4.0,3.0,4.0,5.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154594.0,81.0,5.0,3886  BATHURST ST ,3.0,4.0,6,4.0,1960.0,2017.0
260218,4.0,4.0,29.0,,4.0,4.0,12/04/2020,3.0,4.0,4.0,5.0,,5.0,4.0,4.0,4.0,3.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154600.0,76.0,4.0,3908  BATHURST ST ,3.0,3.0,6,3.0,1960.0,2017.0
260219,,3.0,16.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4154602.0,65.0,,4110  BATHURST ST ,,,6,,1950.0,2017.0
260220,3.0,3.0,13.0,,4.0,3.0,12/08/2020,3.0,2.0,3.0,4.0,,5.0,5.0,3.0,4.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154605.0,71.0,4.0,4238  BATHURST ST ,4.0,4.0,6,3.0,1956.0,2017.0
260221,5.0,6.0,50.0,4.0,5.0,5.0,12/03/2020,4.0,4.0,5.0,4.0,,5.0,4.0,5.0,4.0,3.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154610.0,87.0,5.0,4340  BATHURST ST ,4.0,4.0,6,4.0,1960.0,2017.0
260222,5.0,4.0,16.0,,4.0,5.0,10/14/2020,4.0,4.0,5.0,4.0,,5.0,5.0,5.0,4.0,5.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154614.0,89.0,5.0,1042  SHEPPARD AVE W,4.0,,6,4.0,1950.0,2017.0
260223,4.0,13.0,132.0,3.0,3.0,3.0,10/21/2020,3.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154621.0,70.0,5.0,25  CEDARCROFT BLVD ,2.0,,6,3.0,1965.0,2017.0
260224,2.0,3.0,11.0,,3.0,2.0,12/09/2020,2.0,3.0,2.0,3.0,,5.0,3.0,2.0,3.0,,14,,,PRIVATE,Evaluation needs to be conducted in 1 year,4154973.0,53.0,3.0,8  PINEWOOD AVE ,2.0,,12,2.0,1925.0,
260225,,4.0,24.0,,3.0,3.0,02/20/2019,3.0,4.0,4.0,1.0,,5.0,2.0,2.0,2.0,2.0,15,,,PRIVATE,Evaluation needs to be conducted in 1 year,4154980.0,57.0,4.0,227  VAUGHAN RD ,3.0,2.0,12,3.0,1927.0,2017.0
260226,5.0,9.0,175.0,5.0,4.0,5.0,03/01/2019,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154981.0,87.0,5.0,120  RAGLAN AVE ,4.0,4.0,12,4.0,1963.0,2017.0
260227,,3.0,24.0,,5.0,5.0,11/27/2019,4.0,4.0,4.0,4.0,,5.0,4.0,3.0,4.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154985.0,83.0,4.0,172  VAUGHAN RD ,4.0,4.0,12,4.0,1920.0,2017.0
260228,,5.0,62.0,4.0,4.0,3.0,11/27/2019,3.0,3.0,3.0,3.0,,5.0,3.0,4.0,4.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154992.0,71.0,5.0,1596-1598  BATHURST ST ,3.0,3.0,12,4.0,1960.0,2017.0
260229,,4.0,39.0,4.0,4.0,4.0,11/10/2020,4.0,3.0,3.0,2.0,,5.0,5.0,5.0,4.0,4.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155003.0,79.0,5.0,1996  BATHURST ST ,4.0,,12,4.0,1949.0,2017.0
260230,3.0,3.0,17.0,,4.0,3.0,10/31/2019,3.0,3.0,3.0,4.0,,5.0,3.0,3.0,4.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155510.0,69.0,5.0,2667  LAKE SHORE BLVD W,3.0,,3,3.0,1955.0,2017.0
260231,4.0,5.0,33.0,5.0,4.0,3.0,10/31/2019,3.0,4.0,4.0,4.0,,5.0,5.0,4.0,4.0,4.0,17,,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155522.0,81.0,4.0,155  LAKE SHORE DR ,4.0,,3,3.0,1959.0,2017.0
260232,4.0,8.0,52.0,4.0,5.0,5.0,10/31/2019,4.0,4.0,4.0,4.0,,5.0,4.0,3.0,4.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155523.0,81.0,4.0,245  LAKE SHORE DR ,3.0,,3,4.0,1966.0,2017.0
260233,,3.0,12.0,,4.0,4.0,11/26/2020,3.0,4.0,4.0,3.0,,5.0,4.0,4.0,4.0,4.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155524.0,79.0,5.0,104  SIXTEENTH ST ,4.0,4.0,3,4.0,1952.0,2017.0
260234,5.0,19.0,224.0,3.0,5.0,3.0,10/21/2020,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,20,4.0,3.0,TCHC,Evaluation needs to be conducted in 2 years,4155913.0,78.0,5.0,40  FALSTAFF AVE ,3.0,4.0,5,4.0,1970.0,2017.0
260235,,3.0,36.0,,4.0,4.0,10/30/2019,4.0,3.0,4.0,4.0,,5.0,4.0,4.0,4.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155916.0,80.0,4.0,15  THIRTY THIRD ST ,4.0,,3,4.0,1970.0,2017.0
260236,,4.0,14.0,,4.0,4.0,12/02/2020,4.0,4.0,5.0,3.0,,5.0,5.0,4.0,3.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155924.0,80.0,4.0,14  BEXHILL CRT ,4.0,3.0,2,4.0,1952.0,2017.0
260237,,4.0,22.0,,4.0,4.0,,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,3.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4156447.0,79.0,4.0,292  THE KINGSWAY  ,3.0,4.0,2,4.0,1977.0,2017.0
260238,3.0,4.0,73.0,,4.0,4.0,11/09/2020,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4156451.0,72.0,4.0,25  BERGAMOT AVE ,3.0,4.0,1,4.0,1960.0,2017.0
260239,5.0,3.0,36.0,,3.0,3.0,11/20/2019,4.0,3.0,3.0,3.0,,4.0,5.0,4.0,4.0,4.0,17,5.0,3.0,TCHC,Evaluation needs to be conducted in 2 years,4156455.0,74.0,2.0,20  EPPLEWORTH RD ,4.0,,20,4.0,1969.0,2017.0
260240,4.0,7.0,134.0,4.0,4.0,4.0,11/14/2020,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,19,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4156459.0,82.0,4.0,39  PARKCREST DR ,4.0,,20,4.0,1976.0,2017.0
260241,,0.0,0.0,,,,,,,,,,,,,,,0,,,PRIVATE,,4890985.0,,,1100  KING ST W,,,10,,,
260242,,0.0,0.0,,,,,,,,,,,,,,,0,,,PRIVATE,,4888801.0,,,1012  O'CONNOR DR ,,,19,,,
260243,,3.0,18.0,,3.0,4.0,01/23/2020,3.0,4.0,3.0,3.0,,2.0,4.0,4.0,3.0,3.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4620278.0,69.0,5.0,915  ST CLAIR AVE W,4.0,,9,3.0,1929.0,2019.0
260244,,0.0,0.0,,4.0,4.0,12/14/2020,4.0,3.0,3.0,4.0,,5.0,3.0,4.0,4.0,4.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4820405.0,78.0,5.0,2513  LAKE SHORE BLVD W,4.0,4.0,3,4.0,,
260245,5.0,36.0,466.0,5.0,5.0,5.0,12/18/2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,18,5.0,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4654253.0,100.0,5.0,15  ROEHAMPTON AVE ,5.0,,12,5.0,2019.0,2019.0
260246,5.0,17.0,146.0,5.0,5.0,5.0,12/18/2020,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,20,5.0,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4594874.0,92.0,4.0,40  MEADOWGLEN PL ,4.0,4.0,24,5.0,2019.0,2019.0
260247,4.0,3.0,28.0,,4.0,3.0,12/17/2020,4.0,4.0,4.0,3.0,,3.0,4.0,3.0,4.0,3.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4484430.0,73.0,4.0,39  TORRENS AVE ,3.0,,14,4.0,1954.0,2019.0
260248,3.0,6.0,69.0,4.0,4.0,3.0,11/25/2019,4.0,4.0,3.0,4.0,,5.0,4.0,4.0,4.0,3.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152664.0,73.0,4.0,2275  VICTORIA PARK AVE ,3.0,3.0,21,3.0,1962.0,2017.0
260249,4.0,6.0,94.0,4.0,4.0,4.0,11/10/2020,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,19,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152679.0,81.0,4.0,2225  EGLINTON AVE E,3.0,,20,5.0,1971.0,2017.0
260250,,7.0,107.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 2 years,4152682.0,77.0,,2239  EGLINTON AVE E,,,20,,1960.0,2017.0
260251,,4.0,16.0,,4.0,4.0,11/03/2020,4.0,4.0,4.0,4.0,,5.0,5.0,4.0,4.0,4.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153095.0,86.0,5.0,220  DELAWARE AVE ,5.0,,9,4.0,1930.0,2017.0
260252,,4.0,24.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4153112.0,58.0,,923  ST CLAIR AVE W,,,9,,1930.0,2017.0
260253,3.0,4.0,32.0,,4.0,4.0,11/15/2020,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,4.0,16,,5.0,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153556.0,81.0,4.0,5  HAHN PL ,4.0,,10,4.0,1980.0,2017.0
260254,,8.0,52.0,,,,,,,,,,,,,,,0,,,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153565.0,81.0,,101  ONTARIO ST ,,,13,,2005.0,2017.0
260255,3.0,7.0,81.0,3.0,4.0,3.0,11/03/2020,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,19,3.0,3.0,TCHC,Evaluation needs to be conducted in 2 years,4153581.0,71.0,4.0,330  GERRARD ST E,4.0,,13,4.0,1976.0,2017.0
260256,,4.0,38.0,,4.0,4.0,11/17/2020,4.0,3.0,3.0,4.0,,5.0,4.0,4.0,4.0,4.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153583.0,77.0,4.0,317  SHERBOURNE ST ,4.0,,13,3.0,1931.0,2017.0
260257,5.0,14.0,82.0,5.0,5.0,5.0,12/04/2019,4.0,4.0,5.0,5.0,,5.0,4.0,4.0,4.0,5.0,17,,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154088.0,93.0,5.0,145  COSBURN AVE ,5.0,,14,4.0,1965.0,2017.0
260258,4.0,6.0,40.0,5.0,3.0,5.0,11/18/2020,4.0,5.0,4.0,4.0,,5.0,5.0,3.0,5.0,5.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154099.0,87.0,5.0,246  COSBURN AVE ,5.0,4.0,14,3.0,1955.0,2017.0
260259,4.0,6.0,48.0,4.0,4.0,4.0,12/04/2019,4.0,4.0,4.0,3.0,,5.0,3.0,4.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154102.0,79.0,4.0,130  COSBURN AVE ,4.0,4.0,14,4.0,1956.0,2017.0
260260,5.0,6.0,57.0,3.0,5.0,5.0,12/04/2019,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,3.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154103.0,84.0,5.0,120  COSBURN AVE ,4.0,5.0,14,4.0,1950.0,2017.0
260261,,3.0,11.0,,4.0,4.0,10/21/2020,4.0,5.0,4.0,4.0,,5.0,4.0,4.0,4.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154585.0,80.0,5.0,15  ROSSEAU RD ,4.0,2.0,6,3.0,1951.0,2017.0
260262,,3.0,11.0,,4.0,4.0,03/06/2019,4.0,4.0,5.0,4.0,,5.0,4.0,5.0,5.0,5.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154599.0,88.0,3.0,8  ROSSEAU RD ,4.0,5.0,6,5.0,1957.0,2017.0
260263,4.0,9.0,130.0,3.0,4.0,4.0,11/07/2019,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,20,4.0,3.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4154607.0,76.0,5.0,4266  BATHURST ST ,4.0,4.0,6,3.0,1983.0,2017.0
260264,4.0,7.0,150.0,4.0,4.0,4.0,10/28/2020,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,20,3.0,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154619.0,76.0,5.0,707-711  FINCH AVE W,3.0,3.0,6,4.0,1964.0,2017.0
260265,2.0,4.0,16.0,,4.0,3.0,11/05/2020,3.0,4.0,4.0,4.0,,5.0,4.0,3.0,4.0,3.0,15,,,PRIVATE,Evaluation needs to be conducted in 2 years,4154975.0,73.0,5.0,189  VAUGHAN RD ,4.0,,12,3.0,1955.0,2017.0
260266,,4.0,24.0,,4.0,3.0,11/28/2019,3.0,4.0,4.0,5.0,,5.0,5.0,3.0,4.0,,13,,,PRIVATE,Evaluation needs to be conducted in 2 years,4154989.0,77.0,4.0,235  VAUGHAN RD ,3.0,,12,3.0,1934.0,2017.0
260267,,3.0,33.0,,4.0,4.0,11/27/2019,4.0,4.0,4.0,5.0,,5.0,4.0,4.0,4.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154996.0,81.0,5.0,261  VAUGHAN RD ,4.0,,12,4.0,1940.0,2017.0
260268,,5.0,72.0,5.0,4.0,4.0,03/07/2019,4.0,4.0,3.0,4.0,,5.0,4.0,5.0,4.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154999.0,86.0,5.0,1654  BATHURST ST ,5.0,5.0,12,4.0,1950.0,2017.0
260269,,4.0,39.0,,4.0,4.0,11/27/2019,4.0,4.0,4.0,4.0,,5.0,3.0,5.0,4.0,5.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155000.0,84.0,4.0,1652  BATHURST ST ,4.0,,12,5.0,1950.0,2017.0
260270,,3.0,33.0,,4.0,3.0,11/10/2020,3.0,3.0,4.0,2.0,,5.0,4.0,4.0,3.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155005.0,75.0,5.0,1071  EGLINTON AVE W,4.0,4.0,12,4.0,1955.0,2017.0
260271,4.0,4.0,44.0,,3.0,3.0,11/18/2020,3.0,3.0,4.0,3.0,,5.0,4.0,3.0,3.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155501.0,68.0,4.0,2519  LAKE SHORE BLVD W,3.0,3.0,3,4.0,1970.0,2017.0
260272,,3.0,11.0,,3.0,3.0,03/14/2019,3.0,3.0,4.0,3.0,,3.0,3.0,3.0,3.0,,13,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4155514.0,62.0,,8  LAKE SHORE DR ,3.0,,3,3.0,1960.0,2017.0
260273,4.0,3.0,18.0,,3.0,3.0,10/31/2019,4.0,5.0,5.0,4.0,,5.0,3.0,4.0,4.0,4.0,17,,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155518.0,82.0,5.0,67  LAKE SHORE DR ,4.0,4.0,3,4.0,1958.0,2017.0
260274,,4.0,11.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4155900.0,63.0,,88  OXFORD ST ,,,11,,1895.0,2017.0
260275,4.0,5.0,91.0,4.0,4.0,4.0,11/26/2019,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155901.0,81.0,5.0,88  SPADINA RD ,4.0,,11,4.0,2009.0,2017.0
260276,4.0,16.0,218.0,4.0,4.0,4.0,11/06/2019,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,19,4.0,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155905.0,78.0,5.0,95  HIGH PARK AVE ,4.0,,4,4.0,1969.0,2017.0
260277,,4.0,11.0,,4.0,4.0,11/05/2020,3.0,4.0,4.0,3.0,,3.0,4.0,4.0,4.0,3.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4155906.0,73.0,4.0,966  ST CLAIR AVE W,4.0,,9,3.0,1940.0,2017.0
260278,5.0,3.0,35.0,5.0,5.0,5.0,12/02/2019,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155919.0,87.0,5.0,80  HEATH ST W,4.0,4.0,12,4.0,1959.0,2017.0
260279,,3.0,25.0,,4.0,3.0,11/26/2019,3.0,4.0,3.0,4.0,,5.0,4.0,4.0,3.0,3.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4156449.0,75.0,5.0,245 C  HOWLAND AVE ,3.0,,11,4.0,1920.0,2017.0
260280,,4.0,37.0,,4.0,4.0,11/25/2019,4.0,4.0,3.0,3.0,,5.0,5.0,4.0,5.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4156471.0,83.0,5.0,1545  BIRCHMOUNT RD ,4.0,3.0,21,5.0,1960.0,2017.0
260281,,0.0,0.0,,,,,,,,,,,,,,,0,,,PRIVATE,,4888798.0,,,1004  O'CONNOR DR ,,,19,,,
260282,,3.0,12.0,,4.0,4.0,03/03/2020,5.0,4.0,4.0,5.0,,5.0,4.0,4.0,4.0,4.0,14,,,PRIVATE,Evaluation needs to be conducted in 3 years,4716349.0,86.0,4.0,74  HUBBARD BLVD ,4.0,,19,5.0,1928.0,2020.0
260283,5.0,31.0,369.0,5.0,5.0,5.0,09/09/2019,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,19,5.0,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4639099.0,99.0,5.0,22  JOHN ST ,5.0,5.0,5,5.0,2018.0,2019.0
260284,5.0,7.0,77.0,5.0,5.0,5.0,03/04/2020,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,19,5.0,5.0,TCHC,Evaluation needs to be conducted in 3 years,4520827.0,97.0,5.0,20  ZACHARY CRT ,5.0,,8,5.0,2018.0,2019.0
260285,3.0,6.0,13.0,5.0,3.0,4.0,04/20/2018,2.0,4.0,4.0,3.0,,5.0,3.0,3.0,3.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4356415.0,68.0,4.0,173  STEPHEN DR ,3.0,3.0,3,2.0,1954.0,2018.0
260286,,3.0,11.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 2 years,4418699.0,75.0,,7  ROSSEAU RD ,,,6,,1955.0,
260287,,3.0,15.0,,4.0,3.0,11/07/2020,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,4.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4476608.0,77.0,4.0,987  KINGSTON RD ,4.0,,19,4.0,1925.0,2018.0
260288,,8.0,46.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 2 years,4356202.0,78.0,,36  SPENCER AVE ,,,4,,2017.0,2018.0
260289,,3.0,12.0,,3.0,3.0,05/18/2018,3.0,4.0,3.0,3.0,,5.0,3.0,3.0,3.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4316602.0,67.0,3.0,995  O'CONNOR DR ,4.0,,19,4.0,1951.0,2018.0
260290,,4.0,12.0,,4.0,4.0,12/01/2020,4.0,4.0,4.0,3.0,,5.0,5.0,4.0,4.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4234487.0,83.0,4.0,300  THE KINGSWAY  ,4.0,,2,5.0,1970.0,2017.0
260291,4.0,20.0,185.0,4.0,4.0,3.0,11/27/2019,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,19,3.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4218633.0,71.0,5.0,77  ST CLAIR AVE E,4.0,,12,3.0,1967.0,2017.0
260292,4.0,19.0,255.0,4.0,4.0,4.0,10/20/2020,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,19,5.0,3.0,TCHC,Evaluation needs to be conducted in 3 years,4274218.0,85.0,5.0,57  MABELLE AVE ,5.0,,3,5.0,1962.0,2017.0
260293,4.0,12.0,83.0,4.0,4.0,5.0,12/11/2020,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,20,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154696.0,83.0,5.0,535  SHEPPARD AVE W,4.0,3.0,6,4.0,1965.0,2017.0
260294,5.0,7.0,36.0,4.0,5.0,5.0,12/14/2020,4.0,4.0,4.0,4.0,,5.0,5.0,4.0,5.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155046.0,88.0,5.0,839  ROSELAWN AVE ,4.0,4.0,8,4.0,1955.0,2017.0
260295,4.0,3.0,26.0,,4.0,3.0,12/17/2020,2.0,4.0,4.0,4.0,,5.0,4.0,3.0,3.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155050.0,73.0,3.0,836  ROSELAWN AVE ,3.0,,8,4.0,1965.0,2017.0
260296,3.0,18.0,231.0,4.0,4.0,3.0,11/20/2019,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,20,4.0,5.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155053.0,69.0,4.0,377  RIDELLE AVE ,4.0,3.0,8,4.0,1967.0,2017.0
260297,,4.0,44.0,,4.0,4.0,11/20/2020,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155055.0,80.0,4.0,1040  CASTLEFIELD AVE ,4.0,4.0,8,4.0,1959.0,2017.0
260298,,4.0,24.0,,4.0,3.0,12/08/2020,4.0,3.0,3.0,3.0,,5.0,4.0,3.0,4.0,3.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155074.0,75.0,5.0,531  CALEDONIA RD ,4.0,,9,4.0,1968.0,2017.0
260299,4.0,4.0,15.0,,4.0,4.0,11/02/2020,4.0,4.0,4.0,4.0,,5.0,3.0,4.0,4.0,4.0,17,,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155075.0,82.0,5.0,554  HARVIE AVE ,4.0,4.0,9,4.0,1958.0,2017.0
260300,,3.0,29.0,,4.0,4.0,11/02/2020,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155077.0,83.0,5.0,524  HARVIE AVE ,4.0,,9,4.0,1960.0,2017.0
260301,4.0,18.0,421.0,4.0,3.0,4.0,11/07/2020,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,18,,3.0,TCHC,Evaluation needs to be conducted in 2 years,4155573.0,71.0,4.0,40  GORDONRIDGE PL ,3.0,,20,4.0,1972.0,2017.0
260302,,16.0,180.0,,,,,,,,,,,,,,,0,,,TCHC,Evaluation needs to be conducted in 2 years,4155578.0,71.0,,2190  ELLESMERE RD ,,,24,,1969.0,2017.0
260303,2.0,24.0,447.0,3.0,3.0,4.0,12/05/2019,3.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,20,3.0,3.0,TCHC,Evaluation needs to be conducted in 2 years,4155587.0,68.0,5.0,100  HIGH PARK AVE ,3.0,3.0,4,4.0,1969.0,2017.0
260304,,7.0,57.0,,,,,,,,,,,,,,,0,,,TCHC,Evaluation needs to be conducted in 2 years,4155588.0,66.0,,85  SPENCER AVE ,,,4,,1974.0,2017.0
260305,,4.0,105.0,,,,,,,,,,,,,,,0,,,TCHC,Evaluation needs to be conducted in 2 years,4155598.0,71.0,,6  HENRY ST ,,,11,,1978.0,2017.0
260306,,4.0,14.0,,4.0,4.0,11/17/2020,4.0,5.0,4.0,3.0,,5.0,4.0,4.0,3.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4156523.0,83.0,5.0,4750-4754  DUNDAS ST W,4.0,,2,5.0,1950.0,2017.0
